Customer_ID,Age,Income,Customer_Years,Web_Visits,Web_Purchases,Store_Purchases,Catalog_Purchases,Wine_Spending,Fruit_Spending,Meat_Spending,Fish_Spending,Sweet_Spending,Gold_Spending,Children,Teenagers,Campaign_1,Campaign_2,Campaign_3,Campaign_4,Campaign_5,Pages_Viewed,Time_On_Website,Discount_Purchases,Complaints,Satisfaction,Loyalty_Points,Email_Opens,Email_Clicks,Mobile_Sessions,Returns,Delivery_Rating,Gender,Education,Marital_Status,Total_Spending,Total_Purchases,Total_Family_Members,Total_Campaign_Acceptance,Digital_Engagement,Average_Spending_Per_Purchase,Customer_Value_Score,Discount_Rate,Cluster,Persona
10359,67,38116.439264989494,11,4,2,7,3,166.88083039720837,21.703670641080095,161.94480415908234,81.09681083706525,12.880705650014836,83.08119768759386,1,2,1,0,0,0,0,17,9.26139661792417,1,1,6.680594338819042,921.9617124566652,7,1,11,2,2.5237625745471925,Female,Postgraduate,Married,527.5880193720448,12,4,1,40,40.5836937978496,6331.056232464537,0.07692307692307693,0,VIP High-Value Customers
10360,38,62776.45164721322,9,6,6,8,3,159.61307488023138,35.00033984445688,219.0953389927188,58.39604975133056,23.613722905531557,23.069163664299488,1,2,0,0,0,0,0,11,6.338105124470181,3,1,6.898389876992219,808.2952644914258,8,3,8,0,4.453666241376925,Female,Postgraduate,Divorced,518.7876900385687,17,4,0,36,28.82153833547604,5187.876900385687,0.16666666666666666,1,Loyal Regular Customers
10361,23,57144.20107436545,3,4,3,7,2,165.55570813265234,43.94268897048097,209.57053768356514,54.343497917464276,8.598228327419532,30.522263356859142,0,2,0,1,1,0,0,9,8.436126833430086,0,0,9.607749921628553,538.0190331155,7,2,14,1,3.96046145719034,Male,High School,Married,512.5329243884414,12,3,2,36,39.42560956834165,2050.1316975537657,0.0,1,Loyal Regular Customers
10362,54,38640.45268742915,2,6,3,8,1,183.00861359692803,87.44316811102965,319.7087598698396,38.44385591116322,26.218902739025246,19.450743836779594,2,0,0,0,0,0,0,14,5.239638790703349,1,0,6.916916746004661,518.2880070743108,9,5,10,0,4.093913734183609,Female,Graduate,Married,674.2740440647653,12,3,0,44,51.867234158828104,2022.822132194296,0.07692307692307693,0,VIP High-Value Customers
10363,68,53336.2303893615,1,6,11,5,4,124.71788972623474,41.390987500150516,296.6294634912398,48.920911284913124,72.52167628591654,150.3283030058795,1,2,1,0,1,0,0,15,7.646386625803099,3,0,9.54917609772766,652.4608977593317,1,3,6,2,4.818528068795169,Female,Postgraduate,Single,734.5092312943343,20,4,2,31,34.976630061634964,1469.0184625886686,0.14285714285714285,1,Loyal Regular Customers
10364,36,60419.536815945656,3,7,4,4,4,109.4377403519805,11.056703412332569,120.16858839686769,51.284409365597895,73.18583777534697,21.135568184594863,1,2,0,0,0,0,0,16,4.156479884991274,3,1,9.105990667516188,240.9864719597394,2,5,4,1,4.195878676595814,Female,High School,Divorced,386.2688474867205,12,4,0,34,29.71298826820927,1545.075389946882,0.23076923076923078,1,Loyal Regular Customers
10365,63,48300.48218645754,5,9,10,5,6,132.9705104229089,16.343401828418802,432.23184146568366,50.043773818743354,43.937363381866994,11.160850678411705,2,0,0,0,0,0,1,9,7.403329625844775,1,0,8.234680293290703,796.1853013341422,8,2,12,0,2.8954950479539163,Female,PhD,Married,686.6877415960336,21,3,1,40,31.213079163456072,4120.126449576202,0.045454545454545456,1,Loyal Regular Customers
10366,47,76870.02518762728,14,4,8,6,3,238.03344272095407,63.3091360026992,207.90705134636718,80.94045214173097,18.900876298185246,25.375180126447095,3,0,1,0,0,0,0,8,9.429400574506225,1,0,6.653716176100087,688.8685162552764,9,3,11,0,4.345605636773234,Female,Postgraduate,Divorced,634.4661386363837,17,4,1,35,35.24811881313243,9516.992079545755,0.05555555555555555,0,VIP High-Value Customers
10367,49,57090.73658167552,11,10,3,6,3,207.95377283291285,109.07338565254021,485.4000677785044,19.86728907663003,26.18830968014624,164.49211136729534,0,2,0,1,0,0,0,11,8.838616028649524,2,1,7.8755978719403945,419.3076530423206,6,4,7,1,4.641490054213605,Male,Postgraduate,Single,856.2110599076855,12,3,1,38,77.92114895292532,11635.65917132781,0.15384615384615385,0,VIP High-Value Customers
10368,48,35857.05592167084,2,9,7,11,3,230.53801274900516,13.596532978565392,191.581986496235,55.304592907682824,57.80135510420002,25.754080318340456,1,0,0,0,0,0,0,12,9.589878794831023,1,0,7.627952706623028,480.3936011231991,6,3,12,0,2.852716005137257,Male,Postgraduate,Divorced,574.5765605540289,21,2,0,42,26.117116388819497,1723.7296816620867,0.045454545454545456,1,Loyal Regular Customers
10369,65,34329.740411952655,12,7,5,6,3,160.08516615515643,21.095289574228477,127.614205171742,32.82693411652799,32.44583637930615,28.573112904247246,2,0,0,0,0,1,0,11,5.779939147643406,3,2,6.664404347053583,498.7109214113636,5,2,10,2,4.040325800061078,Male,Graduate,Married,402.6405443012083,14,3,1,35,26.842702953413887,5234.327075915708,0.2,1,Loyal Regular Customers
10370,25,70910.9716310062,3,6,3,5,6,67.75039860844386,112.31424796753731,110.2985769248767,61.463717767897904,100.99294191254617,82.50734327503699,3,0,0,0,0,0,0,13,7.3668421630336045,3,1,7.673313662411926,385.2314455708835,12,3,12,0,3.019035593665972,Male,High School,Divorced,535.327226456339,14,4,0,46,35.68848176375593,2141.308905825356,0.2,1,Loyal Regular Customers
10371,54,33238.125911393945,15,8,5,4,5,87.12784455416505,94.89858153274824,48.23831320522214,103.53873091214926,45.15914645098897,99.26943087512035,2,1,1,0,0,0,0,12,4.619860804934897,3,0,6.784756803111102,434.8962524038475,5,1,13,0,4.663649764115133,Female,PhD,Married,478.232047530394,14,4,1,39,31.882136502026267,7651.712760486304,0.2,0,VIP High-Value Customers
10372,60,65695.6693148835,15,9,6,8,5,206.9057024789108,50.55012565453466,181.79064353669335,55.411273540369436,43.40301340344339,27.99932856961792,2,1,1,0,0,0,0,9,9.99807332339344,3,1,10.0,666.0020549997316,6,3,12,4,4.122992790164401,Male,High School,Married,566.0600871835695,19,4,1,39,28.303004359178477,9056.961394937112,0.15,0,VIP High-Value Customers
10373,56,68003.79334200526,15,6,5,3,3,243.70792673166122,21.432580563243807,187.67674122576113,112.0277238776634,40.18820068075617,14.854886605948426,3,2,0,1,0,0,0,15,14.648627798546922,2,1,5.825729631773457,568.4877956060856,8,8,15,3,3.906868491497461,Female,Graduate,Single,619.8880596850341,11,6,1,52,51.65733830708618,9918.208954960546,0.16666666666666666,0,VIP High-Value Customers
10374,43,42083.6034493677,4,5,5,6,4,225.18890521691102,13.049787553238108,155.7169718936311,94.00929983222264,31.94239588616604,30.17957408305592,0,2,0,0,0,0,0,11,7.511750998388559,4,0,8.543966824896431,483.23190815678754,11,4,5,1,3.759411701927606,Male,High School,Married,550.0869344652249,15,3,0,36,34.380433404076555,2750.434672326124,0.25,1,Loyal Regular Customers
10375,48,76033.28550794802,7,9,2,10,2,133.49824859184582,20.12162530268696,198.48223436088674,79.06033940993096,32.1500026511255,68.86646713383324,1,0,0,0,0,0,0,11,6.4258194758899165,3,0,7.550177107098175,705.2104268359069,11,4,7,0,3.4326672504132616,Female,Postgraduate,Married,532.1789174503092,14,2,0,42,35.47859449668728,4257.431339602474,0.2,1,Loyal Regular Customers
10376,68,29079.71477229062,13,3,6,10,1,145.1398492640068,24.785413668814936,63.497312943996974,72.68016917578223,35.19196948386074,52.76830119218146,0,2,0,0,0,0,0,9,1.0,1,0,8.629703039917057,807.9968855764682,7,2,11,3,3.6109209732104492,Female,High School,Divorced,394.06301572864317,17,3,0,32,21.892389762702397,5516.882220201004,0.05555555555555555,1,Loyal Regular Customers
10377,65,65336.260811974054,3,8,5,2,1,135.69598331669238,25.724186666013324,147.7175471468175,19.826838374508576,35.67263059077177,93.0845288125297,0,1,0,0,0,0,0,15,6.059289579880468,2,1,8.767841797345119,305.4884585442212,15,2,8,1,3.664940809395377,Female,PhD,Divorced,457.72171490733325,8,2,0,48,50.85796832303703,1830.886859629333,0.2222222222222222,0,VIP High-Value Customers
10378,50,59264.557195271846,15,9,4,6,3,44.57212193121864,7.218320896499108,74.93965413020246,50.117629433749265,8.637354764138166,72.61289365417028,2,2,1,0,0,0,0,13,10.273301560210559,0,1,9.213447823498536,928.4561690643006,5,1,12,0,4.274568639720993,Male,Postgraduate,Single,258.0979748099779,13,5,1,40,18.43556962928414,4129.567596959647,0.0,1,Loyal Regular Customers
10379,54,57858.03643684391,9,10,7,9,0,62.251175737390916,15.454238689710284,202.05945213009232,96.513097153388,2.4024088764672378,79.10927008086998,2,2,0,0,0,0,0,15,8.969227643043956,0,0,6.9300798834809685,754.4821726808427,7,4,4,0,3.997295805609935,Male,Graduate,Single,457.7896426679187,16,5,0,40,26.92880250987757,4577.896426679187,0.0,1,Loyal Regular Customers
10380,52,38797.860426349696,8,8,5,3,4,178.9104803958541,35.79221345366506,173.94766701314975,147.67163896137143,14.450636400228705,83.89507483860893,2,1,0,0,0,0,0,10,10.788423669465576,0,1,5.275259021951011,825.9233111397439,8,1,12,0,3.83591839694445,Female,Graduate,Married,634.667711062878,12,4,0,39,48.82059315868292,5712.009399565902,0.0,0,VIP High-Value Customers
10381,40,43133.60392080134,4,7,6,7,2,104.49645078711286,20.801414256009245,295.0387938582404,11.320627031133823,21.414440852270378,72.84493771390844,0,1,1,0,1,0,0,20,13.196740718306124,4,0,10.0,1245.8757065068594,7,4,13,1,2.3285827003994455,Male,Postgraduate,Single,525.9166644986751,15,2,2,51,32.869791531167195,2629.583322493376,0.25,1,Loyal Regular Customers
10382,51,89138.43645037076,13,6,6,7,6,26.043826550006667,10.693609023036359,130.04182907639498,8.510255959929463,70.14527004478134,57.91011551990294,1,0,1,0,0,0,0,9,6.769169294878685,1,1,7.049338271977367,714.7827218802763,3,2,10,2,4.989566831893249,Female,Graduate,Single,303.34490617405174,19,2,1,30,15.167245308702586,4246.828686436725,0.05,1,Loyal Regular Customers
10383,42,81872.79015969156,1,7,6,4,4,137.3366182395342,14.043731033922764,293.9864669693391,17.139412845612647,55.81317943666967,63.16667132672617,2,0,1,0,0,0,0,14,5.142344693699149,2,2,5.272680934930969,84.29355264991199,5,4,9,1,4.6998627155676,Male,Postgraduate,Married,581.4860798518046,14,3,1,39,38.76573865678697,1162.9721597036091,0.13333333333333333,1,Loyal Regular Customers
10384,52,73357.52259342838,1,7,3,7,2,66.10833021020909,28.05727181124064,147.0210293114885,41.12641855391296,14.705626174398096,81.05317011377046,3,0,1,0,0,0,0,13,10.193514722529406,1,0,7.98298467741166,294.42671369840315,9,5,11,0,3.4302302453200793,Male,Postgraduate,Married,378.07184617501974,12,4,1,45,29.08244970577075,756.1436923500395,0.07692307692307693,1,Loyal Regular Customers
10385,22,76917.26586353438,1,9,5,8,5,60.13654645149833,8.708356907624303,234.85770709483054,161.92956557658331,22.875299714047483,23.09021744324455,1,2,0,0,1,0,0,8,8.244026664486256,3,0,7.298854795809244,169.88781753543316,9,2,7,0,3.9334742283563804,Female,High School,Married,511.5976931878285,18,4,1,35,26.926194378306764,1023.195386375657,0.15789473684210525,1,Loyal Regular Customers
10386,37,75228.24380408284,1,6,4,5,1,43.49808573296517,78.79634370731719,95.8191194498807,41.77559202753029,23.626031312426306,120.80028422012391,1,2,0,1,0,0,0,10,4.843572920290449,1,0,8.704718131904565,856.5015933823186,8,0,13,1,4.130623227631972,Male,Graduate,Married,404.3154564502436,10,4,1,37,36.75595058638578,808.6309129004871,0.09090909090909091,1,Loyal Regular Customers
10387,44,54179.588178848244,8,7,8,8,7,76.74666105471026,9.265124587794384,162.21915739203519,30.88230929858056,108.25140787853371,17.256371835892445,1,2,0,0,0,0,0,13,4.197338581528662,3,0,7.427497611909759,840.7638968282275,7,2,12,0,4.849116204143036,Female,Postgraduate,Single,404.6210320475465,23,4,0,41,16.85920966864777,3641.5892884279187,0.125,1,Loyal Regular Customers
10388,61,60856.86393265832,3,3,3,7,2,19.3876557954218,53.40196771502309,152.01531932935205,15.233566334891519,35.85886396240594,15.233662632919632,3,1,0,0,0,1,0,9,10.614430868762867,7,0,9.465940542581295,948.7437427843156,3,5,6,3,4.856462542531094,Male,Graduate,Divorced,291.131035770014,12,5,1,26,22.394695059231847,1164.524143080056,0.5384615384615384,1,Loyal Regular Customers
10389,50,33494.849195261835,15,4,2,12,1,66.00857191250215,107.88472563706986,304.97840307104775,43.26514301725318,102.75328433084839,36.06790090756248,3,2,0,0,0,0,0,6,8.585806791271503,0,0,7.541925988638816,698.0536444810864,15,3,9,0,3.9203000914150707,Male,High School,Single,660.9580288762838,15,6,0,37,41.30987680476774,10575.328462020541,0.0,0,VIP High-Value Customers
10390,22,58385.47871746453,6,7,1,8,5,180.13391552477634,10.30498152663625,151.7628325473538,193.75220586630456,45.04234242832938,42.18748612698632,2,1,1,0,0,0,0,12,4.144196859800479,6,0,5.6198254093059195,925.3067377506343,9,2,10,0,3.0652365881859183,Female,High School,Married,623.1837640203867,14,4,1,40,41.54558426802578,4362.286348142707,0.4,0,VIP High-Value Customers
10391,59,81301.45649170535,3,8,7,11,3,155.870635211145,12.53962751074629,152.77299737128777,21.317383871352934,35.81254262591591,51.365007863433206,1,2,1,1,0,0,0,12,8.511596847143322,1,2,8.44693560407806,102.93833659148333,12,7,10,1,4.319439299272898,Male,PhD,Married,429.67819445388113,21,4,2,49,19.530827020630962,1718.7127778155245,0.045454545454545456,1,Loyal Regular Customers
10392,65,48107.26953137156,11,7,3,5,1,225.89050375392202,28.42530508447183,465.0396017135083,24.219074568792422,3.444451009628382,50.583338267767225,0,2,0,0,0,1,0,15,4.660323150787353,0,1,5.76793543930152,490.77943058938234,11,0,10,1,5.0,Female,High School,Single,797.6022743980902,9,3,1,43,79.76022743980903,9571.227292777083,0.0,0,VIP High-Value Customers
10393,43,78416.54168437008,5,10,2,7,6,163.93329596387642,22.749882659592686,257.16235218037,76.78772047653491,27.750058839164467,31.496097859285584,0,1,0,0,0,0,0,11,10.030778674655465,3,0,7.704945311242672,270.71879153020416,12,1,9,2,3.4994093948161593,Female,High School,Married,579.879407978824,15,2,0,43,36.2424629986765,3479.276447872944,0.1875,1,Loyal Regular Customers
10394,69,61648.54329648773,13,6,4,5,5,14.92542986783804,64.67206417638687,133.45175544573078,101.73689963613366,51.50212766219427,28.582515454529563,0,1,1,0,0,0,0,9,10.861213521741353,0,0,9.160855038806792,94.68239002646078,10,3,8,1,4.017534625502712,Female,Graduate,Single,394.8707922428132,14,2,1,36,26.324719482854213,5528.191091399385,0.0,1,Loyal Regular Customers
10395,51,35063.30641794482,15,7,6,3,4,102.92808538759083,26.913422318232172,221.27472195700125,26.943959509690163,19.318001851682453,61.10544413587909,2,1,0,0,0,0,0,6,10.925378427900519,1,0,6.55163099321309,948.3043902238334,5,2,13,0,4.075830108352926,Male,High School,Married,458.483635160076,13,4,0,33,32.74883108286257,7335.738162561216,0.07142857142857142,0,VIP High-Value Customers
10396,66,40068.248759766386,14,7,2,11,4,97.5211444519615,15.201347953481502,271.6689616402746,45.7117773129143,71.36952508754493,93.28941699790674,0,0,0,0,0,0,0,9,9.061638632707998,1,0,8.431731571090484,200.5034079075694,8,2,12,1,3.5495278838520243,Female,Graduate,Married,594.7621734440836,17,1,0,38,33.04234296911576,8921.432601661254,0.05555555555555555,0,VIP High-Value Customers
10397,41,76547.45165473959,13,9,7,7,3,61.300858344954875,55.81962345634349,170.55400741552322,71.89796288470932,70.01365408340878,26.900623626899918,1,0,0,0,0,0,0,7,8.736657148490172,1,1,7.949763824336065,461.28249402326486,8,3,6,1,2.773489123900987,Female,Graduate,Divorced,456.4867298118396,17,2,0,33,25.360373878435535,6390.814217365754,0.05555555555555555,1,Loyal Regular Customers
10398,42,69945.43353465093,15,7,4,8,4,43.51185680243647,24.868998636461676,251.55174426786007,45.20575831410886,6.058679449545691,7.198297748913959,2,2,1,0,0,0,0,10,7.584139105703843,2,1,6.676253117989,623.0586939917948,7,5,18,1,3.159729442613398,Female,Graduate,Married,378.3953352193267,16,5,1,47,22.25854913054863,6054.325363509227,0.11764705882352941,1,Loyal Regular Customers
10399,21,59642.99767046553,7,9,10,8,2,173.64114738860488,14.851494774854174,162.02294166427467,67.39289674677977,5.774529785239162,15.863852130827862,2,2,1,0,0,0,0,8,5.426698975251927,1,1,9.673991935324143,297.2962174983694,6,0,9,3,4.3377901736457725,Female,High School,Married,439.54686249058057,20,5,1,32,20.930802975741933,3516.3748999246445,0.047619047619047616,1,Loyal Regular Customers
10400,46,55067.42734353698,2,4,8,8,3,120.45995197409994,17.145292215255495,306.25363451405394,80.69711220625979,80.89772756339886,30.21129097509138,3,2,0,0,0,0,0,10,11.586946486095384,3,0,8.43471858165832,37.72105330694967,8,1,13,0,3.9763219904463543,Female,Graduate,Married,635.6650094481594,19,6,0,36,31.783250472407968,1906.9950283444782,0.15,1,Loyal Regular Customers
10401,61,63790.223597314536,6,6,6,1,0,55.05975289949719,9.93909330372454,42.599367335632806,40.73782373539632,15.233806834183179,12.167954204497924,1,0,0,0,0,1,0,12,9.959932839293911,0,4,9.478348503983455,538.428073000701,8,5,14,0,3.9643419284734684,Female,PhD,Single,175.73779831293197,7,2,1,45,21.967224789116496,1230.1645881905238,0.0,1,Loyal Regular Customers
10402,21,75845.33248655849,13,7,7,2,3,39.56800007254272,3.693996165957794,86.41606897067385,32.18004404087878,16.412643015103306,76.0010337458314,0,2,0,0,0,0,0,5,5.538957851037972,2,0,6.4029117499889825,366.6656490486278,11,1,13,1,3.2397494132634,Female,Graduate,Married,254.27178601098785,12,3,0,37,19.559368154691374,3559.80500415383,0.15384615384615385,1,Loyal Regular Customers
10403,45,86565.35904877112,6,6,3,4,3,202.997917547971,10.91783043861871,123.34057177925054,11.42113252776641,6.943993691556845,30.61968020861158,1,1,0,0,0,0,0,5,3.2424220919341744,2,2,7.7232767496847465,971.1750583411958,6,4,7,0,4.070786349696009,Male,Graduate,Single,386.2411261937751,10,3,0,28,35.11282965397955,2703.6878833564256,0.18181818181818182,1,Loyal Regular Customers
10404,36,87426.31558993089,11,13,4,4,2,182.55494752929818,27.43223003217277,251.19842458587817,13.13957237044977,22.142369915237698,80.62520024095855,1,1,0,0,0,0,0,8,6.377515332594403,4,1,9.142268636751108,575.761046420888,12,4,10,0,4.184639904326883,Female,Postgraduate,Single,577.0927446739952,10,3,0,47,52.462976788545014,6925.112936087942,0.36363636363636365,0,VIP High-Value Customers
10405,59,66695.27821365297,3,11,8,5,3,185.45376486128157,24.395120397407005,197.34159239789918,14.6255594008383,21.801690827001035,57.17348200765391,2,0,0,0,0,0,0,8,12.00320764128486,0,1,7.677525782713401,648.2632249453284,7,1,9,0,3.6189847553134613,Male,High School,Single,500.791209892081,16,3,0,36,29.458306464240056,2003.164839568324,0.0,1,Loyal Regular Customers
10406,52,56905.22957343863,6,7,5,11,3,178.2617226889167,7.90344460006263,98.54790782473387,80.63640525744616,17.68895850338734,81.39393107696833,0,1,0,1,0,0,0,11,9.495454461035497,2,1,10.0,0.0,6,6,11,2,4.0465816014610905,Male,Postgraduate,Married,464.43236995151506,19,2,1,41,23.221618497575754,3251.026589660605,0.1,1,Loyal Regular Customers
10407,28,62632.4641407394,10,5,4,9,1,178.17297331947464,15.467698400842206,174.3323301106878,110.57790546175082,84.02441610410739,84.90813670754076,0,1,0,1,0,0,0,13,8.709586576566453,1,2,6.682670050131424,618.8260433670657,12,1,15,0,3.74548205086785,Female,Postgraduate,Married,647.4834601044035,14,2,1,46,43.16556400696024,7122.318061148439,0.06666666666666667,0,VIP High-Value Customers
10408,62,69398.16643059143,10,8,4,2,1,166.50933511654785,50.59360787405999,44.17419707880495,14.857238832667012,80.68493255383612,146.29587622026293,0,2,0,1,0,0,0,13,11.970318188556096,2,0,7.616010362218921,473.114020750719,6,0,13,0,4.0960511961850985,Male,Postgraduate,Married,503.11518767617883,7,3,1,40,62.889398459522354,5534.267064437967,0.25,0,VIP High-Value Customers
10409,67,69325.20498921165,14,6,5,7,1,82.80801108325781,47.63695361607388,58.29150137380687,70.71951680116301,27.002524607920325,1.8452736079358414,3,1,0,0,0,0,1,11,1.8251537172035786,1,0,8.870768144763005,865.5497285663448,5,6,13,0,4.908228829741404,Female,High School,Married,288.30378109015777,13,5,1,41,20.593127220725556,4324.5567163523665,0.07142857142857142,1,Loyal Regular Customers
10410,58,83543.7594685219,5,10,5,9,2,176.60030237802476,34.19078910847473,52.53858956178172,14.23089733233718,63.57741103791378,76.80234882204246,1,1,0,0,0,0,0,15,7.758880975848143,0,0,8.200305692825022,327.6669588546739,11,5,10,0,3.4697913312374093,Female,PhD,Married,417.9403382405747,16,3,0,51,24.584725778857337,2507.6420294434483,0.0,1,Loyal Regular Customers
10411,48,98083.60299449979,12,6,4,5,2,131.8976454648116,11.968126496604226,76.45116358627423,6.275515919468544,35.71898033098045,60.948576250559206,2,0,0,0,0,0,0,10,11.687077523604506,5,0,8.023992264418613,629.2191692241693,9,2,6,1,5.0,Female,Graduate,Single,323.26000804869824,11,3,0,33,26.938334004058188,4202.380104633077,0.4166666666666667,1,Loyal Regular Customers
10412,61,56305.41666694645,2,9,3,9,1,67.43847366511666,64.24081019164073,244.8875559333415,142.11253851170437,64.78502251045381,101.26035557886331,2,1,0,0,0,1,0,10,4.987962853480097,4,0,8.107002919326666,233.6504583656482,9,2,8,1,5.0,Male,Graduate,Single,684.7247563911205,13,4,1,38,48.908911170794326,2054.1742691733616,0.2857142857142857,0,VIP High-Value Customers
10413,45,98805.92835884032,9,5,6,10,3,121.91084635784746,28.574507196319242,201.56962173971053,16.48547557685012,90.23556533946225,17.847545390383363,2,1,1,1,0,0,0,15,5.373605604303489,1,0,4.677093343488877,133.4528370660194,9,3,6,0,4.462960375222132,Male,Graduate,Single,476.62356160057294,19,4,2,38,23.831178080028646,4766.23561600573,0.05,1,Loyal Regular Customers
10414,54,81100.30644165108,8,8,8,2,3,243.72079022702212,17.03052184263764,136.07297451989825,41.11316318678859,31.3887360457846,32.84743204013355,0,2,1,0,0,0,0,18,7.365940315742876,3,0,7.260966742038669,367.1246376586747,9,3,11,0,4.739332006207584,Female,Graduate,Married,502.17361786226473,13,3,1,49,35.86954413301891,4519.562560760382,0.21428571428571427,1,Loyal Regular Customers
10415,69,58185.186176666255,3,12,5,8,0,145.83519243314905,12.410930483758529,249.48864142161105,5.254511749153249,0.44091962236538185,59.984198146881454,0,2,0,0,0,0,0,11,6.399816587426854,4,0,7.956748607024295,403.1839084153603,4,2,6,2,3.683474017471615,Female,Postgraduate,Divorced,473.4143938569187,13,3,0,35,33.81531384692276,1893.6575754276748,0.2857142857142857,1,Loyal Regular Customers
10416,44,86974.16709957144,8,4,5,9,2,157.00495711611745,54.01302081199069,317.42158126109473,78.83134568102123,65.17016564956418,49.346836478119634,2,2,0,0,1,1,0,8,6.846627237531029,1,1,8.122348410658534,230.01228284749772,8,2,7,0,4.003603496670817,Male,Graduate,Single,721.787906997908,16,5,2,29,42.45811217634753,6496.091162981172,0.058823529411764705,0,VIP High-Value Customers
10417,43,90341.66942554497,14,7,3,6,2,58.23925607651769,1.0291821112840158,78.72875609625875,34.612713965530276,17.736717743147,18.045604645272096,1,0,0,0,0,0,0,15,8.485913776245338,1,0,6.201771418384405,435.4367012500152,4,5,13,0,4.156685941397123,Male,High School,Single,208.39223063800986,11,2,0,44,17.366019219834154,3125.883459570148,0.08333333333333333,1,Loyal Regular Customers
10418,32,51714.68200451076,9,7,5,6,6,70.33748800863731,40.05823829518523,299.98239298494286,46.06402551859893,54.497297807786126,25.463416086914236,2,2,0,0,0,0,0,12,6.302303623140139,0,0,7.950465339349383,586.7209308091753,11,3,8,1,4.557222637885924,Male,Postgraduate,Single,536.4028587020647,17,5,0,41,29.800158816781373,5364.028587020647,0.0,1,Loyal Regular Customers
10419,26,91179.87454474167,14,5,5,7,4,132.16397715103025,21.78855710359169,98.04720207865645,47.31712641509014,129.06099484691597,114.43026408241984,1,1,1,0,0,0,0,14,7.013422650396002,5,0,8.211125854863885,722.9781154058206,9,4,7,0,3.991526629495089,Female,High School,Divorced,542.8081216777043,16,3,1,39,31.929889510453194,8142.121825165565,0.29411764705882354,0,VIP High-Value Customers
10420,55,79351.49077864733,15,8,10,4,2,110.39493970901292,70.2176535470364,109.52850402750933,16.781329584869344,31.349270603733565,25.00554588623345,2,0,0,0,0,0,0,16,5.522609093014575,3,1,7.905909853687649,0.0,5,4,11,2,4.838478429480147,Male,Postgraduate,Married,363.27724335839497,16,3,0,44,21.36924960931735,5812.4358937343195,0.17647058823529413,1,Loyal Regular Customers
10421,64,102634.06430362546,3,9,4,14,5,99.92755760738429,132.76379895199372,413.3135747304771,22.097862874401176,84.21460464582795,82.53292706910473,1,1,0,0,0,1,0,9,7.418004218737366,4,2,7.525090389075732,513.3396140200971,6,5,8,3,4.982380612368084,Female,Graduate,Divorced,834.850325879189,23,3,1,37,34.78543024496621,3339.401303516756,0.16666666666666666,0,VIP High-Value Customers
10422,39,52367.30552400902,3,10,4,14,2,58.86958577894718,17.150983974389348,178.1282173858724,12.983487999465954,55.230177665299195,9.9894109950699,2,1,0,0,0,0,0,7,8.585455258184219,0,0,6.217731652395127,0.0,7,0,16,1,3.9878584785062454,Male,Postgraduate,Married,332.351863799044,20,4,0,40,15.826279228525905,1329.407455196176,0.0,1,Loyal Regular Customers
10423,20,53638.318612752075,2,8,9,5,5,69.28065045939786,64.89808863754357,119.61730202450352,55.7663805048402,79.16561075322822,31.506797943538384,3,2,1,0,0,0,0,16,8.336550449229817,2,1,6.432259793943881,866.0736700539023,8,2,8,0,3.492156089936275,Female,Graduate,Married,420.23483032305177,19,6,1,42,21.01174151615259,1260.7044909691554,0.1,1,Loyal Regular Customers
10424,27,23520.08166461988,8,7,5,11,3,41.263946701384135,41.50567349547697,224.3233137566883,46.172581298278914,49.19437046525394,24.355497950718338,3,0,0,0,1,1,0,8,6.17605592808027,2,0,7.99754812714378,498.7109214113636,8,3,12,1,4.847026063846941,Male,Postgraduate,Single,426.81538366780063,19,4,2,38,21.34076918339003,3841.3384530102057,0.1,1,Loyal Regular Customers
10425,65,70281.49057022332,10,8,4,7,2,87.15748505663456,38.28802063014964,267.28224321019303,41.42585475201101,45.21538356924734,51.35805573169849,0,0,0,0,1,0,0,13,5.7501288631882925,2,0,4.400781844162806,469.8763977199748,9,4,10,1,4.270073907208372,Male,Graduate,Married,530.7270429499341,13,1,1,44,37.90907449642386,5837.997472449275,0.14285714285714285,0,VIP High-Value Customers
10426,35,66754.52260113694,1,7,2,11,2,110.86610889383755,8.079772749724048,179.40127449798908,71.36708848731887,43.236792792617464,24.790906768552293,0,2,0,0,1,0,0,9,6.85384425390131,2,2,9.205425089996755,284.63289754908476,11,3,12,0,4.062671985618073,Female,High School,Married,437.7419441900393,15,3,1,42,27.358871511877457,875.4838883800786,0.125,1,Loyal Regular Customers
10427,33,49866.113912358,8,6,4,10,4,116.0244929571231,20.334956405999417,119.67495144120875,54.12882602275077,30.889198900115428,25.0152714044468,0,0,0,0,0,0,0,6,6.753828181086574,2,1,6.9142944382081275,475.76057792044975,7,3,12,3,3.4361938425777705,Female,Graduate,Divorced,366.0676971316443,18,1,0,34,19.26672090166549,3294.609274184799,0.10526315789473684,1,Loyal Regular Customers
10428,31,58526.68683321495,7,7,4,6,3,239.08611548457034,63.06401004169457,196.51885373162062,37.13685916854537,147.13530353966993,149.35393689634373,0,1,0,0,0,0,0,8,4.631352071370811,4,0,8.108126828001774,182.59140126042485,5,6,17,0,4.097895184295473,Male,High School,Divorced,832.2950788624446,13,2,0,43,59.44964849017462,6658.360630899557,0.2857142857142857,0,VIP High-Value Customers
